510.718750,0.0267,-0.0367,0.0995,0.0000,0.0000,0.0000,0.0000,0.0011,-0.0011,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.2366,0.2366,0.2366,0.2366,4,-0.187,0.150,0.735,-1.576,1.418,0.015,0.000,0.000,0.700,0.000,0.00,0.00,5.00,0.00,0.00,0.10,0.00,0.00,2.00,0.0010,0.0010,0.1000,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.01,0.1000,0.1000,0.0010
510.812500,0.0267,-0.0367,0.0995,0.0000,0.0000,0.0000,0.0000,-0.0022,-0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.2366,0.2366,0.2366,0.2366,4,-0.187,0.150,0.735,-1.576,1.418,0.015,0.000,0.000,0.700,0.000,0.00,0.00,5.00,0.00,0.00,0.10,0.00,0.00,2.00,0.0010,0.0010,0.1000,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.01,0.1000,0.1000,0.0010
510.890625,0.0267,-0.0367,0.0995,0.0000,0.0000,0.0000,0.0000,-0.0044,-0.0011,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.2366,0.2366,0.2366,0.2366,4,-0.187,0.150,0.735,-1.576,1.418,0.015,0.000,0.000,0.700,0.000,0.00,0.00,5.00,0.00,0.00,0.10,0.00,0.00,2.00,0.0010,0.0010,0.1000,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.01,0.1000,0.1000,0.0010
510.953125,0.0267,-0.0367,0.0995,0.0000,0.0000,0.0000,0.0000,-0.0067,-0.0022,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.2366,0.2366,0.2366,0.2366,4,-0.187,0.150,0.735,-1.576,1.418,0.015,0.000,0.000,0.700,0.000,0.00,0.00,5.00,0.00,0.00,0.10,0.00,0.00,2.00,0.0010,0.0010,0.1000,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.01,0.1000,0.1000,0.0010
511.015625,0.0267,-0.0367,0.0995,0.0000,0.0000,0.0000,0.0000,-0.0022,-0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.2366,0.2366,0.2366,0.2366,4,-0.187,0.150,0.735,-1.576,1.418,0.015,0.000,0.000,0.700,0.000,0.00,0.00,5.00,0.00,0.00,0.10,0.00,0.00,2.00,0.0010,0.0010,0.1000,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.01,0.1000,0.1000,0.0010
511.078125,0.0267,-0.0367,0.0995,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0033,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.2366,0.2366,0.2366,0.2366,4,-0.187,0.150,0.735,-1.576,1.418,0.015,0.000,0.000,0.700,0.000,0.00,0.00,5.00,0.00,0.00,0.10,0.00,0.00,2.00,0.0010,0.0010,0.1000,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.01,0.1000,0.1000,0.0010
511.125000,0.0267,-0.0367,0.0995,0.0000,0.0000,0.0000,0.0000,-0.0033,-0.0056,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.2366,0.2366,0.2366,0.2366,4,-0.187,0.150,0.735,-1.576,1.418,0.015,0.000,0.000,0.700,0.000,0.00,0.00,5.00,0.00,0.00,0.10,0.00,0.00,2.00,0.0010,0.0010,0.1000,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.01,0.1000,0.1000,0.0010
511.187500,0.0267,-0.0367,0.0995,0.0000,0.0000,0.0000,0.0000,-0.0089,-0.0044,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.2366,0.2366,0.2366,0.2366,4,-0.187,0.150,0.735,-1.576,1.418,0.015,0.000,0.000,0.700,0.000,0.00,0.00,5.00,0.00,0.00,0.10,0.00,0.00,2.00,0.0010,0.0010,0.1000,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.01,0.1000,0.1000,0.0010
511.265625,0.0267,-0.0367,0.0995,0.0000,0.0000,0.0000,0.0000,-0.0044,-0.0078,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.2366,0.2366,0.2366,0.2366,4,-0.187,0.150,0.735,-1.576,1.418,0.015,0.000,0.000,0.700,0.000,0.00,0.00,5.00,0.00,0.00,0.10,0.00,0.00,2.00,0.0010,0.0010,0.1000,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.01,0.1000,0.1000,0.0010
511.359375,0.0267,-0.0367,0.0995,0.0000,0.0000,0.0000,0.0011,-0.0100,-0.0067,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.2366,0.2366,0.2366,0.2366,4,-0.187,0.150,0.735,-1.576,1.418,0.015,0.000,0.000,0.700,0.000,0.00,0.00,5.00,0.00,0.00,0.10,0.00,0.00,2.00,0.0010,0.0010,0.1000,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.01,0.1000,0.1000,0.0010
511.406250,0.0267,-0.0378,0.0995,0.0000,0.0000,0.0000,0.0000,-0.0089,-0.0022,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.000,0.2366,0.2366,0.2366,0.2366,4,-0.187,0.150,0.735,-1.576,1.418,0.015,0.000,0.000,0.700,0.000,0.00,0.00,5.00,0.00,0.00,0.10,0.00,0.00,2.00,0.0010,0.0010,0.1000,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.01,0.1000,0.1000,0.0010
